Año,Mes,Aeropuerto2,Nacionalidad,Región,Sexo,Visitantes ,TUA
2020,Marzo,Cozumel,Irlanda,Europa, Hombre,1,726.21
2020,Marzo,Cozumel,Irlanda,Europa, Mujer,1,726.21
2020,Marzo,Cozumel,Israel,Asia, Hombre,3,726.21
2020,Marzo,Cozumel,Israel,Asia, Mujer,2,726.21
2020,Marzo,Cozumel,Italia,Europa, Hombre,17,726.21
2020,Marzo,Cozumel,Italia,Europa, Mujer,2,726.21
2020,Marzo,Cozumel,Japón,Asia, Hombre,2,726.21
2020,Marzo,Cozumel,Japón,Asia, Mujer,5,726.21
2020,Marzo,Cozumel,Lituania,Europa, Hombre,1,726.21
2020,Marzo,Cozumel,Lituania,Europa, Mujer,1,726.21
2020,Marzo,Cozumel,Malasia,Asia, Mujer,2,726.21
2020,Marzo,Cozumel,Montenegro,Europa, Mujer,1,726.21
2020,Marzo,Cozumel,Mianmar (Birmania),Asia, Mujer,1,726.21
2020,Marzo,Cozumel,Noruega,Europa, Hombre,3,726.21
2020,Marzo,Cozumel,Países Bajos (Holanda),Europa, Hombre,2,726.21
2020,Marzo,Cozumel,Panamá,América Central, Hombre,3,726.21
2020,Marzo,Cozumel,Panamá,América Central, Mujer,1,726.21
2020,Marzo,Cozumel,Perú,América del Sur, Hombre,3,726.21
2020,Marzo,Cozumel,Perú,América del Sur, Mujer,2,726.21
2020,Marzo,Cozumel,Polonia,Europa, Hombre,4,726.21
2020,Marzo,Cozumel,Polonia,Europa, Mujer,5,726.21
2020,Marzo,Cozumel,Portugal,Europa, Hombre,1,726.21
2020,Marzo,Cozumel,Reino Unido,Europa, Hombre,10,726.21
2020,Marzo,Cozumel,Reino Unido,Europa, Mujer,12,726.21
2020,Marzo,Cozumel,"Checa, Rep.",Europa, Hombre,1,726.21
2020,Marzo,Cozumel,"Checa, Rep.",Europa, Mujer,3,726.21
2020,Marzo,Cozumel,"Corea, Rep. (Sur)",Asia, Hombre,3,726.21
2020,Marzo,Cozumel,"Corea, Rep. (Sur)",Asia, Mujer,5,726.21
2020,Marzo,Cozumel,"Dominicana, Rep.",Islas del Caribe, Hombre,11,726.21
2020,Marzo,Cozumel,"Dominicana, Rep.",Islas del Caribe, Mujer,1,726.21
2020,Marzo,Cozumel,Rumanía,Europa, Hombre,4,726.21
2020,Marzo,Cozumel,Rumanía,Europa, Mujer,2,726.21
2020,Marzo,Cozumel,Serbia,Europa, Hombre,1,726.21
2020,Marzo,Cozumel,Serbia,Europa, Mujer,1,726.21
2020,Marzo,Cozumel,Singapur,Asia, Hombre,1,726.21
2020,Marzo,Cozumel,Singapur,Asia, Mujer,1,726.21
2020,Marzo,Cozumel,Sri Lanka,Asia, Hombre,1,726.21
2020,Marzo,Cozumel,Sudáfrica,África, Hombre,3,726.21
2020,Marzo,Cozumel,Sudáfrica,África, Mujer,5,726.21
2020,Marzo,Cozumel,Suecia,Europa, Hombre,1,726.21
2020,Marzo,Cozumel,Suecia,Europa, Mujer,3,726.21
2020,Marzo,Cozumel,Suiza,Europa, Hombre,1,726.21
2020,Marzo,Cozumel,Turquía,Asia, Hombre,2,726.21
2020,Marzo,Cozumel,Turquía,Asia, Mujer,2,726.21
2020,Marzo,Cozumel,Ucrania,Europa, Hombre,4,726.21
2020,Marzo,Cozumel,Ucrania,Europa, Mujer,6,726.21
2020,Marzo,Cozumel,Uzbekistán,Asia, Mujer,1,726.21
2020,Marzo,Cozumel,Venezuela,América del Sur, Hombre,8,726.21
2020,Marzo,Cozumel,Venezuela,América del Sur, Mujer,5,726.21
2020,Marzo,Cozumel,Vietnam,Asia, Mujer,1,726.21
2020,Marzo,Cozumel,Zimbabue,África, Mujer,1,726.21
2020,Marzo,Cozumel,Santa Lucía,Islas del Caribe, Hombre,2,726.21
2020,Marzo,Culiacán,Alemania,Europa, Hombre,1,1145.8
2020,Marzo,Culiacán,Canadá,América del Norte, Hombre,3,1145.8
2020,Marzo,Culiacán,Canadá,América del Norte, Mujer,1,1145.8
2020,Marzo,Culiacán,Estados Unidos,América del Norte, Hombre,68,1145.8
2020,Marzo,Culiacán,Estados Unidos,América del Norte, Mujer,87,1145.8
2020,Marzo,Durango,Alemania,Europa, Hombre,1,1059.16
2020,Marzo,Durango,Barbados,Islas del Caribe, Mujer,1,1059.16
2020,Marzo,Durango,Brasil,América del Sur, Hombre,1,1059.16
2020,Marzo,Durango,Canadá,América del Norte, Hombre,9,1059.16
2020,Marzo,Durango,Canadá,América del Norte, Mujer,7,1059.16
2020,Marzo,Durango,China,Asia, Mujer,1,1059.16
2020,Marzo,Durango,Colombia,América del Sur, Hombre,1,1059.16
2020,Marzo,Durango,Eslovenia,Europa, Hombre,1,1059.16
2020,Marzo,Durango,Estados Unidos,América del Norte, Hombre,717,1059.16
2020,Marzo,Durango,Estados Unidos,América del Norte, Mujer,782,1059.16
2020,Marzo,Durango,Guatemala,América Central, Mujer,1,1059.16
2020,Marzo,Durango,Honduras,América Central, Hombre,1,1059.16
2020,Marzo,Durango,Honduras,América Central, Mujer,1,1059.16
2020,Marzo,Durango,India,Asia, Hombre,1,1059.16
2020,Marzo,Durango,India,Asia, Mujer,1,1059.16
2020,Marzo,Durango,Japón,Asia, Hombre,4,1059.16
2020,Marzo,Durango,Reino Unido,Europa, Hombre,1,1059.16
2020,Marzo,Durango,"Corea, Rep. (Sur)",Asia, Hombre,4,1059.16
2020,Marzo,Durango,"Dominicana, Rep.",Islas del Caribe, Hombre,2,1059.16
2020,Marzo,Durango,Taiwán,Asia, Mujer,1,1059.16
2020,Marzo,Durango,Venezuela,América del Sur, Mujer,1,1059.16
2020,Marzo,Guadalajara,Alemania,Europa, Hombre,80,985.27
2020,Marzo,Guadalajara,Alemania,Europa, Mujer,41,985.27
2020,Marzo,Guadalajara,Andorra,Europa, Hombre,1,985.27
2020,Marzo,Guadalajara,Arabia Saudita,Asia, Hombre,2,985.27
2020,Marzo,Guadalajara,Argentina,América del Sur, Hombre,46,985.27
2020,Marzo,Guadalajara,Argentina,América del Sur, Mujer,25,985.27
2020,Marzo,Guadalajara,Armenia,Asia, Mujer,2,985.27
2020,Marzo,Guadalajara,Australia,Oceanía, Hombre,38,985.27
2020,Marzo,Guadalajara,Australia,Oceanía, Mujer,16,985.27
2020,Marzo,Guadalajara,Austria,Europa, Hombre,10,985.27
2020,Marzo,Guadalajara,Austria,Europa, Mujer,3,985.27
2020,Marzo,Guadalajara,Bahamas (Comonwealth),Islas del Caribe, Hombre,3,985.27
2020,Marzo,Guadalajara,Bahamas (Comonwealth),Islas del Caribe, Mujer,1,985.27
2020,Marzo,Guadalajara,Bangladesh,Asia, Mujer,1,985.27
2020,Marzo,Guadalajara,Barbados,Islas del Caribe, Mujer,2,985.27
2020,Marzo,Guadalajara,Bielorrusia,Europa, Hombre,3,985.27
2020,Marzo,Guadalajara,Bielorrusia,Europa, Mujer,2,985.27
2020,Marzo,Guadalajara,Bélgica,Europa, Hombre,16,985.27
2020,Marzo,Guadalajara,Bélgica,Europa, Mujer,5,985.27
2020,Marzo,Guadalajara,Belice,América Central, Hombre,1,985.27
2020,Marzo,Guadalajara,Belice,América Central, Mujer,1,985.27
2020,Marzo,Guadalajara,Bolivia,América del Sur, Hombre,4,985.27
2020,Marzo,Guadalajara,Bolivia,América del Sur, Mujer,4,985.27
2020,Marzo,Guadalajara,Brasil,América del Sur, Hombre,63,985.27
2020,Marzo,Guadalajara,Brasil,América del Sur, Mujer,41,985.27
2020,Marzo,Guadalajara,Canadá,América del Norte, Hombre,254,985.27
2020,Marzo,Guadalajara,Canadá,América del Norte, Mujer,201,985.27
2020,Marzo,Guadalajara,Chile,América del Sur, Hombre,35,985.27
2020,Marzo,Guadalajara,Chile,América del Sur, Mujer,13,985.27
2020,Marzo,Guadalajara,China,Asia, Hombre,17,985.27
2020,Marzo,Guadalajara,China,Asia, Mujer,17,985.27
2020,Marzo,Guadalajara,Colombia,América del Sur, Hombre,126,985.27
2020,Marzo,Guadalajara,Colombia,América del Sur, Mujer,131,985.27
2020,Marzo,Guadalajara,Costa Rica,América Central, Hombre,40,985.27
2020,Marzo,Guadalajara,Costa Rica,América Central, Mujer,19,985.27
2020,Marzo,Guadalajara,Croacia,Europa, Hombre,2,985.27
2020,Marzo,Guadalajara,Croacia,Europa, Mujer,2,985.27
2020,Marzo,Guadalajara,Cuba,Islas del Caribe, Hombre,9,985.27
2020,Marzo,Guadalajara,Cuba,Islas del Caribe, Mujer,6,985.27
2020,Marzo,Guadalajara,Dinamarca,Europa, Hombre,4,985.27
2020,Marzo,Guadalajara,Dinamarca,Europa, Mujer,3,985.27
2020,Marzo,Guadalajara,Ecuador,América del Sur, Hombre,45,985.27
2020,Marzo,Guadalajara,Ecuador,América del Sur, Mujer,28,985.27
2020,Marzo,Guadalajara,Egipto,África, Hombre,2,985.27
2020,Marzo,Guadalajara,El Salvador,América Central, Hombre,25,985.27
2020,Marzo,Guadalajara,El Salvador,América Central, Mujer,28,985.27
2020,Marzo,Guadalajara,Emiratos Árabes Unidos,Asia, Hombre,1,985.27
2020,Marzo,Guadalajara,España,Europa, Hombre,71,985.27
2020,Marzo,Guadalajara,España,Europa, Mujer,35,985.27
2020,Marzo,Guadalajara,Estados Unidos,América del Norte, Hombre,24884,985.27
2020,Marzo,Guadalajara,Estados Unidos,América del Norte, Mujer,24142,985.27
2020,Marzo,Guadalajara,Rusia,Europa, Hombre,8,985.27
2020,Marzo,Guadalajara,Rusia,Europa, Mujer,16,985.27
2020,Marzo,Guadalajara,Filipinas,Asia, Hombre,6,985.27
2020,Marzo,Guadalajara,Filipinas,Asia, Mujer,14,985.27
2020,Marzo,Guadalajara,Finlandia,Europa, Hombre,7,985.27
2020,Marzo,Guadalajara,Finlandia,Europa, Mujer,2,985.27
2020,Marzo,Guadalajara,Francia,Europa, Hombre,63,985.27
2020,Marzo,Guadalajara,Francia,Europa, Mujer,35,985.27
2020,Marzo,Guadalajara,Ghana,África, Hombre,2,985.27
2020,Marzo,Guadalajara,Grecia,Europa, Hombre,3,985.27
2020,Marzo,Guadalajara,Grecia,Europa, Mujer,1,985.27
2020,Marzo,Guadalajara,Guatemala,América Central, Hombre,44,985.27
2020,Marzo,Guadalajara,Guatemala,América Central, Mujer,40,985.27
2020,Marzo,Guadalajara,Guyana,América del Sur, Hombre,1,985.27
2020,Marzo,Guadalajara,Haití,Islas del Caribe, Hombre,10,985.27
2020,Marzo,Guadalajara,Haití,Islas del Caribe, Mujer,2,985.27
2020,Marzo,Guadalajara,Honduras,América Central, Hombre,8,985.27
2020,Marzo,Guadalajara,Honduras,América Central, Mujer,8,985.27
2020,Marzo,Guadalajara,Hungría,Europa, Hombre,4,985.27
2020,Marzo,Guadalajara,India,Asia, Hombre,74,985.27
2020,Marzo,Guadalajara,India,Asia, Mujer,21,985.27
2020,Marzo,Guadalajara,Indonesia,Asia, Hombre,1,985.27
2020,Marzo,Guadalajara,Indonesia,Asia, Mujer,1,985.27
2020,Marzo,Guadalajara,Irlanda,Europa, Hombre,10,985.27
2020,Marzo,Guadalajara,Irlanda,Europa, Mujer,5,985.27
2020,Marzo,Guadalajara,Islandia,Europa, Hombre,3,985.27
2020,Marzo,Guadalajara,Israel,Asia, Hombre,8,985.27
2020,Marzo,Guadalajara,Italia,Europa, Hombre,46,985.27
2020,Marzo,Guadalajara,Italia,Europa, Mujer,10,985.27
2020,Marzo,Guadalajara,Jamaica,Islas del Caribe, Hombre,5,985.27
2020,Marzo,Guadalajara,Japón,Asia, Hombre,52,985.27
2020,Marzo,Guadalajara,Japón,Asia, Mujer,22,985.27
2020,Marzo,Guadalajara,Kazajistán,Asia, Mujer,1,985.27
2020,Marzo,Guadalajara,Kirguistán,Asia, Mujer,1,985.27
2020,Marzo,Guadalajara,Letonia,Europa, Hombre,1,985.27
2020,Marzo,Guadalajara,Líbano,Asia, Hombre,1,985.27
2020,Marzo,Guadalajara,Lituania,Europa, Hombre,4,985.27
2020,Marzo,Guadalajara,Luxemburgo,Europa, Hombre,5,985.27
2020,Marzo,Guadalajara,Malasia,Asia, Hombre,9,985.27
2020,Marzo,Guadalajara,Malasia,Asia, Mujer,3,985.27
2020,Marzo,Guadalajara,Marruecos,África, Hombre,1,985.27
2020,Marzo,Guadalajara,Montenegro,Europa, Mujer,1,985.27
2020,Marzo,Guadalajara,Namibia,África, Mujer,1,985.27
2020,Marzo,Guadalajara,Nicaragua,América Central, Hombre,9,985.27
2020,Marzo,Guadalajara,Nicaragua,América Central, Mujer,10,985.27
2020,Marzo,Guadalajara,Nigeria,África, Hombre,1,985.27
2020,Marzo,Guadalajara,Noruega,Europa, Hombre,6,985.27
2020,Marzo,Guadalajara,Noruega,Europa, Mujer,1,985.27
2020,Marzo,Guadalajara,Nueva Zelandia,Oceanía, Hombre,8,985.27
2020,Marzo,Guadalajara,Nueva Zelandia,Oceanía, Mujer,5,985.27
2020,Marzo,Guadalajara,Omán,Asia, Hombre,1,985.27
2020,Marzo,Guadalajara,Países Bajos (Holanda),Europa, Hombre,24,985.27
2020,Marzo,Guadalajara,Países Bajos (Holanda),Europa, Mujer,7,985.27
2020,Marzo,Guadalajara,Pakistán,Asia, Hombre,1,985.27
2020,Marzo,Guadalajara,Pakistán,Asia, Mujer,1,985.27
2020,Marzo,Guadalajara,Panamá,América Central, Hombre,65,985.27
2020,Marzo,Guadalajara,Panamá,América Central, Mujer,50,985.27
2020,Marzo,Guadalajara,Paraguay,América del Sur, Hombre,4,985.27
2020,Marzo,Guadalajara,Perú,América del Sur, Hombre,24,985.27
2020,Marzo,Guadalajara,Perú,América del Sur, Mujer,31,985.27
2020,Marzo,Guadalajara,Polonia,Europa, Hombre,3,985.27
2020,Marzo,Guadalajara,Polonia,Europa, Mujer,4,985.27
2020,Marzo,Guadalajara,Portugal,Europa, Hombre,5,985.27
2020,Marzo,Guadalajara,Portugal,Europa, Mujer,4,985.27
2020,Marzo,Guadalajara,Reino Unido,Europa, Hombre,65,985.27
2020,Marzo,Guadalajara,Reino Unido,Europa, Mujer,22,985.27
2020,Marzo,Guadalajara,"Checa, Rep.",Europa, Hombre,2,985.27
2020,Marzo,Guadalajara,"Checa, Rep.",Europa, Mujer,2,985.27
2020,Marzo,Guadalajara,"Corea, Rep. (Sur)",Asia, Hombre,41,985.27
2020,Marzo,Guadalajara,"Corea, Rep. (Sur)",Asia, Mujer,13,985.27
2020,Marzo,Guadalajara,Moldavia,Europa, Hombre,1,985.27
2020,Marzo,Guadalajara,"Dominicana, Rep.",Islas del Caribe, Hombre,8,985.27
2020,Marzo,Guadalajara,"Dominicana, Rep.",Islas del Caribe, Mujer,5,985.27
2020,Marzo,Guadalajara,Rumanía,Europa, Hombre,2,985.27
2020,Marzo,Guadalajara,Rumanía,Europa, Mujer,2,985.27
2020,Marzo,Guadalajara,Senegal,África, Hombre,1,985.27
2020,Marzo,Guadalajara,Serbia,Europa, Hombre,2,985.27
2020,Marzo,Guadalajara,Serbia,Europa, Mujer,2,985.27
2020,Marzo,Guadalajara,Singapur,Asia, Hombre,4,985.27
2020,Marzo,Guadalajara,Singapur,Asia, Mujer,8,985.27
2020,Marzo,Guadalajara,Sri Lanka,Asia, Hombre,1,985.27
2020,Marzo,Guadalajara,Sudáfrica,África, Hombre,4,985.27
2020,Marzo,Guadalajara,Suecia,Europa, Hombre,15,985.27
2020,Marzo,Guadalajara,Suecia,Europa, Mujer,5,985.27
2020,Marzo,Guadalajara,Suiza,Europa, Hombre,7,985.27
2020,Marzo,Guadalajara,Suiza,Europa, Mujer,8,985.27
2020,Marzo,Guadalajara,Tailandia,Asia, Hombre,2,985.27
2020,Marzo,Guadalajara,Tailandia,Asia, Mujer,2,985.27
2020,Marzo,Guadalajara,Taiwán,Asia, Hombre,32,985.27
2020,Marzo,Guadalajara,Taiwán,Asia, Mujer,35,985.27
2020,Marzo,Guadalajara,Trinidad y Tobago,Islas del Caribe, Hombre,2,985.27
2020,Marzo,Guadalajara,Turquía,Asia, Mujer,2,985.27
2020,Marzo,Guadalajara,Ucrania,Europa, Hombre,8,985.27
2020,Marzo,Guadalajara,Ucrania,Europa, Mujer,6,985.27
2020,Marzo,Guadalajara,Uganda,África, Hombre,1,985.27
2020,Marzo,Guadalajara,Uruguay,América del Sur, Hombre,11,985.27
2020,Marzo,Guadalajara,Uruguay,América del Sur, Mujer,6,985.27
2020,Marzo,Guadalajara,Venezuela,América del Sur, Hombre,55,985.27
2020,Marzo,Guadalajara,Venezuela,América del Sur, Mujer,71,985.27
2020,Marzo,Guadalajara,Vietnam,Asia, Hombre,3,985.27
2020,Marzo,Guadalajara,Yemen,Asia, Hombre,1,985.27
2020,Marzo,Guadalajara,Hong Kong (China),Asia, Hombre,5,985.27
2020,Marzo,Guadalajara,Hong Kong (China),Asia, Mujer,2,985.27
2020,Marzo,Guadalajara,"Bermudas, Islas (R. Unido)",América del Norte, Hombre,2,985.27
2020,Marzo,Guadalajara,Santa Lucía,Islas del Caribe, Hombre,2,985.27
2020,Marzo,Hermosillo,Alemania,Europa, Hombre,1,443.37
2020,Marzo,Hermosillo,Alemania,Europa, Mujer,1,443.37
2020,Marzo,Hermosillo,Argentina,América del Sur, Hombre,2,443.37
2020,Marzo,Hermosillo,Australia,Oceanía, Hombre,4,443.37
2020,Marzo,Hermosillo,Brasil,América del Sur, Hombre,1,443.37
2020,Marzo,Hermosillo,Brasil,América del Sur, Mujer,1,443.37
2020,Marzo,Hermosillo,Canadá,América del Norte, Hombre,28,443.37
2020,Marzo,Hermosillo,Canadá,América del Norte, Mujer,15,443.37
2020,Marzo,Hermosillo,Chile,América del Sur, Hombre,1,443.37
2020,Marzo,Hermosillo,Colombia,América del Sur, Hombre,1,443.37
2020,Marzo,Hermosillo,Colombia,América del Sur, Mujer,1,443.37
2020,Marzo,Hermosillo,Croacia,Europa, Mujer,2,443.37
2020,Marzo,Hermosillo,El Salvador,América Central, Mujer,1,443.37
2020,Marzo,Hermosillo,Eslovenia,Europa, Hombre,1,443.37
2020,Marzo,Hermosillo,España,Europa, Hombre,1,443.37
2020,Marzo,Hermosillo,España,Europa, Mujer,3,443.37
2020,Marzo,Hermosillo,Estados Unidos,América del Norte, Hombre,543,443.37
2020,Marzo,Hermosillo,Estados Unidos,América del Norte, Mujer,317,443.37
2020,Marzo,Hermosillo,Etiopía,África, Mujer,1,443.37
2020,Marzo,Hermosillo,Filipinas,Asia, Hombre,1,443.37
2020,Marzo,Hermosillo,Guatemala,América Central, Hombre,1,443.37
2020,Marzo,Hermosillo,India,Asia, Hombre,11,443.37
2020,Marzo,Hermosillo,India,Asia, Mujer,4,443.37
2020,Marzo,Hermosillo,Italia,Europa, Hombre,1,443.37
2020,Marzo,Hermosillo,Japón,Asia, Hombre,1,443.37
2020,Marzo,Hermosillo,Japón,Asia, Mujer,2,443.37
2020,Marzo,Hermosillo,Líbano,Asia, Mujer,1,443.37
2020,Marzo,Hermosillo,Nueva Zelandia,Oceanía, Hombre,3,443.37
2020,Marzo,Hermosillo,Países Bajos (Holanda),Europa, Hombre,1,443.37
2020,Marzo,Hermosillo,Perú,América del Sur, Hombre,1,443.37
2020,Marzo,Hermosillo,Reino Unido,Europa, Hombre,5,443.37
2020,Marzo,Hermosillo,"Checa, Rep.",Europa, Mujer,1,443.37
2020,Marzo,Hermosillo,"Corea, Rep. (Sur)",Asia, Hombre,1,443.37
2020,Marzo,Hermosillo,"Corea, Rep. (Sur)",Asia, Mujer,1,443.37
2020,Marzo,Hermosillo,Sudáfrica,África, Hombre,3,443.37
2020,Marzo,Hermosillo,Venezuela,América del Sur, Mujer,1,443.37
2020,Marzo,Huatulco,Alemania,Europa, Hombre,4,637.03
2020,Marzo,Huatulco,Alemania,Europa, Mujer,3,637.03
2020,Marzo,Huatulco,Arabia Saudita,Asia, Hombre,1,637.03
2020,Marzo,Huatulco,Australia,Oceanía, Hombre,6,637.03
2020,Marzo,Huatulco,Australia,Oceanía, Mujer,3,637.03
2020,Marzo,Huatulco,Austria,Europa, Mujer,1,637.03
2020,Marzo,Huatulco,Canadá,América del Norte, Hombre,1911,637.03
2020,Marzo,Huatulco,Canadá,América del Norte, Mujer,2247,637.03
2020,Marzo,Huatulco,Chile,América del Sur, Mujer,1,637.03
2020,Marzo,Huatulco,China,Asia, Mujer,1,637.03
2020,Marzo,Huatulco,Colombia,América del Sur, Hombre,1,637.03
2020,Marzo,Huatulco,Croacia,Europa, Hombre,1,637.03
2020,Marzo,Huatulco,Croacia,Europa, Mujer,1,637.03
2020,Marzo,Huatulco,España,Europa, Mujer,1,637.03
2020,Marzo,Huatulco,Estados Unidos,América del Norte, Hombre,498,637.03
2020,Marzo,Huatulco,Estados Unidos,América del Norte, Mujer,574,637.03
2020,Marzo,Huatulco,Rusia,Europa, Mujer,1,637.03
2020,Marzo,Huatulco,Francia,Europa, Hombre,2,637.03
2020,Marzo,Huatulco,Francia,Europa, Mujer,2,637.03
2020,Marzo,Huatulco,Haití,Islas del Caribe, Hombre,1,637.03
2020,Marzo,Huatulco,Israel,Asia, Hombre,2,637.03
2020,Marzo,Huatulco,Israel,Asia, Mujer,2,637.03
2020,Marzo,Huatulco,Japón,Asia, Hombre,1,637.03
2020,Marzo,Huatulco,Malasia,Asia, Mujer,1,637.03
2020,Marzo,Huatulco,Noruega,Europa, Hombre,1,637.03
2020,Marzo,Huatulco,Países Bajos (Holanda),Europa, Hombre,3,637.03
2020,Marzo,Huatulco,Países Bajos (Holanda),Europa, Mujer,2,637.03
2020,Marzo,Huatulco,Polonia,Europa, Hombre,1,637.03
2020,Marzo,Huatulco,Polonia,Europa, Mujer,1,637.03
2020,Marzo,Huatulco,Reino Unido,Europa, Hombre,5,637.03
2020,Marzo,Huatulco,Reino Unido,Europa, Mujer,9,637.03
2020,Marzo,Huatulco,Singapur,Asia, Mujer,4,637.03
2020,Marzo,Huatulco,Sudáfrica,África, Hombre,1,637.03
2020,Marzo,Huatulco,Túnez,África, Mujer,1,637.03
2020,Marzo,Huatulco,Ucrania,Europa, Hombre,2,637.03
2020,Marzo,Huatulco,Ucrania,Europa, Mujer,1,637.03
2020,Marzo,Huatulco,"Cocos, Islas",Oceanía, Mujer,1,637.03
2020,Marzo,La Paz,Canadá,América del Norte, Hombre,1,443.37
2020,Marzo,La Paz,Estados Unidos,América del Norte, Hombre,106,443.37
2020,Marzo,La Paz,Estados Unidos,América del Norte, Mujer,40,443.37
2020,Marzo,La Paz,Francia,Europa, Hombre,1,443.37
2020,Marzo,La Paz,Islandia,Europa, Hombre,1,443.37
2020,Marzo,La Paz,Italia,Europa, Hombre,1,443.37
2020,Marzo,La Paz,Mónaco,Europa, Hombre,1,443.37
2020,Marzo,La Paz,Mónaco,Europa, Mujer,1,443.37
2020,Marzo,Los Cabos,Albania,Europa, Hombre,1,985.27
2020,Marzo,Los Cabos,Albania,Europa, Mujer,1,985.27
2020,Marzo,Los Cabos,Alemania,Europa, Hombre,49,985.27
2020,Marzo,Los Cabos,Alemania,Europa, Mujer,45,985.27
2020,Marzo,Los Cabos,Antigua y Barbuda,Islas del Caribe, Hombre,1,985.27
2020,Marzo,Los Cabos,Arabia Saudita,Asia, Hombre,8,985.27
2020,Marzo,Los Cabos,Arabia Saudita,Asia, Mujer,4,985.27
2020,Marzo,Los Cabos,Argentina,América del Sur, Hombre,23,985.27
2020,Marzo,Los Cabos,Argentina,América del Sur, Mujer,20,985.27
2020,Marzo,Los Cabos,Armenia,Asia, Mujer,2,985.27
2020,Marzo,Los Cabos,Australia,Oceanía, Hombre,143,985.27
2020,Marzo,Los Cabos,Australia,Oceanía, Mujer,114,985.27
2020,Marzo,Los Cabos,Austria,Europa, Hombre,12,985.27
2020,Marzo,Los Cabos,Austria,Europa, Mujer,8,985.27
2020,Marzo,Los Cabos,Azerbaiyán,Asia, Hombre,1,985.27
2020,Marzo,Los Cabos,Bahamas (Comonwealth),Islas del Caribe, Mujer,1,985.27
2020,Marzo,Los Cabos,Bangladesh,Asia, Mujer,1,985.27
2020,Marzo,Los Cabos,Barbados,Islas del Caribe, Hombre,1,985.27
2020,Marzo,Los Cabos,Bielorrusia,Europa, Hombre,1,985.27
2020,Marzo,Los Cabos,Bielorrusia,Europa, Mujer,1,985.27
2020,Marzo,Los Cabos,Bélgica,Europa, Hombre,20,985.27
2020,Marzo,Los Cabos,Bélgica,Europa, Mujer,6,985.27
2020,Marzo,Los Cabos,Belice,América Central, Hombre,1,985.27
2020,Marzo,Los Cabos,Bosnia - Herzegovina,Europa, Hombre,1,985.27
2020,Marzo,Los Cabos,Botsuana,África, Hombre,1,985.27
2020,Marzo,Los Cabos,Botsuana,África, Mujer,2,985.27
2020,Marzo,Los Cabos,Brasil,América del Sur, Hombre,28,985.27
2020,Marzo,Los Cabos,Brasil,América del Sur, Mujer,33,985.27
2020,Marzo,Los Cabos,Bulgaria,Europa, Hombre,4,985.27
2020,Marzo,Los Cabos,Bulgaria,Europa, Mujer,5,985.27
2020,Marzo,Los Cabos,Canadá,América del Norte, Hombre,5344,985.27
2020,Marzo,Los Cabos,Canadá,América del Norte, Mujer,5850,985.27
2020,Marzo,Los Cabos,Chile,América del Sur, Hombre,3,985.27
2020,Marzo,Los Cabos,Chile,América del Sur, Mujer,6,985.27
2020,Marzo,Los Cabos,China,Asia, Hombre,24,985.27
2020,Marzo,Los Cabos,China,Asia, Mujer,47,985.27
2020,Marzo,Los Cabos,Chipre,Asia, Hombre,1,985.27
2020,Marzo,Los Cabos,Colombia,América del Sur, Hombre,16,985.27
2020,Marzo,Los Cabos,Colombia,América del Sur, Mujer,35,985.27
2020,Marzo,Los Cabos,Costa Rica,América Central, Hombre,8,985.27
2020,Marzo,Los Cabos,Costa Rica,América Central, Mujer,4,985.27
2020,Marzo,Los Cabos,Croacia,Europa, Hombre,1,985.27
2020,Marzo,Los Cabos,Cuba,Islas del Caribe, Hombre,1,985.27
2020,Marzo,Los Cabos,Cuba,Islas del Caribe, Mujer,2,985.27
2020,Marzo,Los Cabos,Dinamarca,Europa, Hombre,9,985.27
2020,Marzo,Los Cabos,Dinamarca,Europa, Mujer,4,985.27
2020,Marzo,Los Cabos,Ecuador,América del Sur, Hombre,7,985.27
2020,Marzo,Los Cabos,Ecuador,América del Sur, Mujer,6,985.27
2020,Marzo,Los Cabos,Egipto,África, Hombre,5,985.27
2020,Marzo,Los Cabos,El Salvador,América Central, Hombre,8,985.27
2020,Marzo,Los Cabos,El Salvador,América Central, Mujer,9,985.27
2020,Marzo,Los Cabos,Emiratos Árabes Unidos,Asia, Hombre,1,985.27
2020,Marzo,Los Cabos,Eslovaquia,Europa, Hombre,5,985.27
2020,Marzo,Los Cabos,Eslovaquia,Europa, Mujer,8,985.27
2020,Marzo,Los Cabos,Eslovenia,Europa, Mujer,3,985.27
2020,Marzo,Los Cabos,España,Europa, Hombre,28,985.27
2020,Marzo,Los Cabos,España,Europa, Mujer,21,985.27
2020,Marzo,Los Cabos,Estados Unidos,América del Norte, Hombre,38213,985.27
2020,Marzo,Los Cabos,Estados Unidos,América del Norte, Mujer,40985,985.27
2020,Marzo,Los Cabos,Estonia,Europa, Mujer,1,985.27
2020,Marzo,Los Cabos,Etiopía,África, Mujer,1,985.27
2020,Marzo,Los Cabos,Macedonia,Europa, Hombre,1,985.27
2020,Marzo,Los Cabos,Rusia,Europa, Hombre,7,985.27
2020,Marzo,Los Cabos,Rusia,Europa, Mujer,21,985.27
2020,Marzo,Los Cabos,Filipinas,Asia, Hombre,16,985.27
2020,Marzo,Los Cabos,Filipinas,Asia, Mujer,24,985.27
2020,Marzo,Los Cabos,Finlandia,Europa, Hombre,6,985.27
2020,Marzo,Los Cabos,Finlandia,Europa, Mujer,4,985.27
